MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,address,Dist_from_Center_ft
20,RL,110.0,14300,Pave,None,3,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,5,3,PConc,5,3,4,6,1373.0,1,0.0,1473.0,2846.0,GasA,5,1,SBrkr,2696,0,0,2696,1.0,0.0,2,1,3,1,5,10,7,2,4,Attchd,2003.0,3,3.0,958.0,3,3,2,220,150,0,0,0,0,0,0,None,0,6,2010,WD,Normal,500000.0,3807 BRIDGEPORT DR,16758.673439303944
60,RL,105.0,13650,Pave,None,3,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,4,3,PConc,4,3,4,6,578.0,1,0.0,1093.0,1671.0,GasA,5,1,SBrkr,1687,563,0,2250,1.0,0.0,2,1,3,1,4,7,7,1,5,Attchd,2002.0,3,3.0,756.0,3,3,2,238,130,0,0,0,0,0,0,None,0,6,2010,WD,Normal,320000.0,3701 BRIDGEPORT DR,16223.590670474474
120,RL,61.0,7658,Pave,None,3,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5,3,1,6,456.0,1,0.0,1296.0,1752.0,GasA,5,1,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,5,6,7,1,4,Attchd,2005.0,2,2.0,576.0,3,3,2,196,82,0,0,0,0,0,0,None,0,2,2010,WD,Normal,319900.0,3039 BURNHAM DR,16041.499436559126
120,RL,41.0,7132,Pave,None,2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1346.0,1370.0,GasA,5,1,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2006.0,2,2.0,484.0,3,3,2,120,49,0,0,0,0,0,0,None,0,4,2010,WD,Normal,205000.0,2910 ROXBORO DR,15707.695961558327
160,RL,36.0,2628,Pave,None,3,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,1,1,0.0,1,0.0,764.0,764.0,GasA,5,1,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,7,0,0,BuiltIn,2003.0,2,2.0,474.0,3,3,2,0,27,0,0,0,0,0,0,None,0,6,2010,WD,Normal,175500.0,3702 CHILTON AVE,15574.633764497576
20,RL,100.0,18494,Pave,None,2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1324.0,1324.0,GasA,5,1,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2005.0,3,2.0,430.0,3,3,2,36,23,0,0,0,0,0,0,None,0,1,2010,WD,Normal,199500.0,4103 CRESTMOOR AVE,16073.430909887602
120,RL,43.0,3203,Pave,None,3,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1129.0,1145.0,GasA,5,1,SBrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,4,6,7,0,0,Attchd,2006.0,3,2.0,437.0,3,3,2,100,116,0,0,0,0,0,0,None,0,1,2010,WD,Normal,160000.0,2413 WESTWIND DR,16163.155680164338
120,RL,43.0,3182,Pave,None,3,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1232.0,1256.0,GasA,5,1,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,7,1,3,Attchd,2004.0,3,2.0,430.0,3,3,2,146,20,0,0,144,0,0,0,None,0,4,2010,WD,Normal,192000.0,2408 WESTWIND DR,16010.313863884016
80,RL,67.0,13300,Pave,None,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,326.0,1,0.0,58.0,384.0,GasA,5,1,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,4,7,7,1,4,BuiltIn,2004.0,3,2.0,400.0,3,3,2,100,0,0,0,0,0,0,0,None,0,6,2010,WD,Normal,184500.0,3917 WELBECK DR,15753.222686340716
60,RL,64.0,7851,Pave,None,3,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,625.0,1,0.0,235.0,860.0,GasA,5,1,SBrkr,860,1100,0,1960,1.0,0.0,2,1,4,1,4,8,7,2,3,BuiltIn,2002.0,3,2.0,440.0,3,3,2,288,48,0,0,0,0,0,0,None,0,5,2010,WD,Normal,216500.0,3907 WESTLAWN DR,15342.438145432145
60,RL,63.0,8577,Pave,None,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,1,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,4,7,7,1,4,BuiltIn,2004.0,3,2.0,433.0,3,3,2,144,48,0,0,0,0,0,0,None,0,4,2010,WD,Normal,185088.0,4002 BRICKMAN AVE,15609.933832174745
80,RL,64.0,7750,Pave,None,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,250.0,1,0.0,134.0,384.0,GasA,5,1,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,7,1,3,BuiltIn,2000.0,3,2.0,400.0,3,3,2,180,0,0,0,0,0,0,0,None,0,4,2010,WD,Normal,180000.0,3906 WESTLAWN DR,15227.064433929689
60,RL,64.0,9505,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4,3,1,1,0.0,1,0.0,884.0,884.0,GasA,5,1,SBrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,4,8,7,1,4,BuiltIn,2001.0,3,2.0,434.0,3,3,2,144,48,0,0,0,0,0,0,None,0,5,2010,WD,Normal,222500.0,2411 GRANT CIR,14334.593192905482
60,RL,108.0,14774,Pave,None,2,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1393.0,1393.0,GasA,5,1,SBrkr,1422,1177,0,2599,0.0,0.0,2,1,4,1,4,10,7,1,3,BuiltIn,1999.0,3,3.0,779.0,3,3,2,668,30,0,0,0,0,0,0,None,0,5,2010,WD,Normal,333168.0,3403 HONEYSUCKLE RD,14935.647725186016
60,RL,60.0,17433,Pave,None,1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1629.0,1629.0,GasA,5,1,SBrkr,1645,830,0,2475,0.0,0.0,2,1,4,1,4,7,7,1,3,Attchd,1998.0,3,3.0,962.0,3,3,2,23,172,0,0,256,0,0,0,None,0,1,2010,WD,Normal,355000.0,3205 MAGNOLIA CIR,14642.673986064363
20,RL,59.0,10593,Pave,None,2,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,1,6,919.0,1,0.0,801.0,1720.0,GasA,5,1,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,4,7,7,1,3,Attchd,1996.0,3,2.0,527.0,3,3,2,240,56,154,0,0,0,0,0,None,0,3,2010,WD,Normal,260400.0,3127 ASPEN RD,14812.886337520524
60,RL,98.0,12256,Pave,None,2,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,3,6,1032.0,1,0.0,431.0,1463.0,GasA,5,1,SBrkr,1500,1122,0,2622,1.0,0.0,2,1,3,1,4,9,7,2,3,Attchd,1994.0,2,2.0,712.0,3,3,2,186,32,0,0,0,0,0,0,None,0,4,2010,WD,Normal,325000.0,3102 ASPEN RD,14518.430346189622
60,RL,92.0,11764,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,1,6,524.0,1,0.0,628.0,1152.0,GasA,5,1,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,7,1,4,Attchd,1999.0,3,3.0,671.0,3,3,2,132,57,0,0,0,0,0,0,None,0,4,2010,WD,Normal,290000.0,2913 ARROWWOOD CIR,14331.396579843436
60,RL,58.0,16770,Pave,None,1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1195.0,1195.0,GasA,4,1,SBrkr,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,7,0,0,Attchd,1998.0,3,2.0,486.0,3,3,2,0,81,0,0,0,0,0,0,None,0,6,2010,WD,Normal,221000.0,2907 ARROWWOOD CIR,14273.98072623266
50,RL,56.0,14720,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,4,3,PConc,4,3,3,6,816.0,1,0.0,1217.0,2033.0,GasA,5,1,SBrkr,2053,1185,0,3238,1.0,0.0,2,1,4,1,4,9,7,1,5,Attchd,1996.0,3,3.0,666.0,3,3,2,283,86,0,0,0,0,0,0,None,0,3,2010,WD,Normal,410000.0,3001 HEMLOCK CIR,14072.845972654753
20,RL,73.0,8987,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1595.0,1595.0,GasA,5,1,SBrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2005.0,2,3.0,880.0,3,3,2,144,0,0,0,0,0,0,0,None,0,5,2010,WD,Normal,221500.0,2524 YORKSHIRE ST,13137.384898732547
20,FV,92.0,9215,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1218.0,1218.0,GasA,5,1,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,7,0,0,Attchd,2009.0,2,2.0,676.0,3,3,2,0,136,0,0,0,0,0,0,None,0,4,2010,New,Partial,204500.0,2725 ASPEN RD,12980.345401113525
60,FV,72.0,8640,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,24.0,1,0.0,732.0,756.0,GasA,5,1,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,2009.0,1,2.0,614.0,3,3,2,169,45,0,0,0,0,0,0,None,0,6,2010,Con,Normal,215200.0,2816 ASPEN RD,13109.436961917661
20,FV,75.0,9000,Pave,None,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,3,6,1078.0,1,0.0,488.0,1566.0,GasA,5,1,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2008.0,2,2.0,750.0,3,3,2,144,168,0,0,0,0,0,0,None,0,4,2010,WD,Normal,262500.0,2711 CAMBRIDGE DR,12970.188874956635
60,FV,100.0,12552,Pave,None,3,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,222.0,1,0.0,769.0,991.0,GasA,5,1,SBrkr,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,2004.0,2,2.0,678.0,3,3,2,0,136,0,0,0,0,0,2,None,0,5,2010,WD,Normal,254900.0,2505 KINGSTON DR,12901.228912301922
20,FV,84.0,10440,Pave,None,3,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,1414.0,1,0.0,54.0,1468.0,GasA,5,1,SBrkr,1468,0,0,1468,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2005.0,3,2.0,528.0,3,3,2,0,102,0,0,216,0,0,0,None,0,5,2010,WD,Normal,271500.0,2505 CLAYTON DR,12602.037565853334
60,RL,76.0,10142,Pave,None,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,656.0,1,0.0,300.0,956.0,GasA,5,1,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,7,0,0,BuiltIn,2004.0,2,2.0,618.0,3,3,2,0,45,0,0,0,0,0,0,None,0,1,2010,WD,Normal,233000.0,5505 MARYLAND ST,21220.242921106048
60,RL,70.0,11920,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,4,3,PConc,4,3,3,1,0.0,1,0.0,831.0,831.0,GasA,5,1,SBrkr,831,828,0,1659,0.0,0.0,2,1,3,1,4,8,7,0,0,Attchd,2004.0,2,2.0,484.0,3,3,2,144,68,0,0,0,0,0,0,None,0,4,2010,WD,Normal,181000.0,5512 MARYLAND ST,21254.19010578947
60,RL,67.0,8880,Pave,None,2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,695.0,1,0.0,253.0,948.0,GasA,5,1,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,7,2,2,Attchd,1994.0,2,2.0,463.0,3,3,2,0,130,0,0,0,0,0,0,None,0,5,2010,WD,Normal,205000.0,5307 MARYLAND ST,20621.041845830034
120,RL,50.0,8012,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,4,543.0,4,119.0,261.0,923.0,GasA,3,1,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,3,5,7,1,3,Attchd,1980.0,2,1.0,264.0,3,3,2,80,0,0,0,0,0,0,0,None,0,5,2010,WD,Normal,143000.0,1405 INDIANA AVE,19535.7930341424
60,RL,70.0,11218,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1055.0,1055.0,GasA,5,1,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,1992.0,2,2.0,462.0,3,3,2,635,104,0,0,0,0,0,4,Shed,400,5,2010,WD,Normal,189000.0,1512 KENTUCKY AVE,19814.055503902568
120,RL,55.0,7892,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,918.0,918.0,GasA,3,1,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,3,5,7,1,3,Attchd,1979.0,1,1.0,264.0,3,3,2,28,0,0,0,0,0,0,0,None,0,4,2010,WD,Normal,99500.0,1308 INDIANA AVE,19276.804304993868
120,RL,50.0,7175,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,623.0,2,121.0,0.0,744.0,GasA,3,1,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,3,4,7,0,0,Attchd,1984.0,1,1.0,264.0,3,3,2,353,0,0,0,90,0,0,3,None,0,2,2010,WD,Normal,125000.0,1320 INDIANA AVE,19316.484648122914
60,RL,67.0,9453,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,4,402.0,1,0.0,594.0,996.0,GasA,5,1,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,1993.0,2,2.0,457.0,3,3,2,370,70,0,238,0,0,0,0,None,0,2,2010,WD,Normal,194500.0,1528 INDIANA AVE,19494.026133088064
20,RL,81.0,9672,Pave,None,3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,1,6,338.0,1,0.0,702.0,1040.0,GasA,3,1,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1986.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,4,None,0,5,2010,WD,Normal,152000.0,1304 ILLINOIS AVE,18947.50072791633
60,RL,70.0,8400,Pave,None,3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,650.0,650.0,GasA,3,1,SBrkr,888,676,0,1564,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1980.0,1,2.0,476.0,3,3,2,0,50,0,0,204,0,0,3,None,0,4,2010,WD,Normal,171000.0,1322 ILLINOIS AVE,19002.779415735175
30,RH,70.0,9800,Pave,None,3,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,3,0,FuseA,1012,0,0,1012,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1920.0,1,1.0,429.0,3,3,2,121,0,80,0,0,0,0,0,None,0,4,2010,WD,Normal,67500.0,,19326.6458715142
90,RM,68.0,8930,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,SBrkr,1318,584,0,1902,0,0,2,0,4,2,3,8,7,0,0,Attchd,1978.0,1,2.0,539.0,3,3,2,0,0,0,0,0,0,0,0,None,0,4,2010,WD,Normal,112000.0,4301 TORONTO ST,17142.99953565422
85,RL,88.0,11782,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,899.0,1,0.0,210.0,1109.0,GasA,3,1,SBrkr,1155,0,0,1155,1.0,0.0,1,0,3,1,4,6,5,0,0,Detchd,1987.0,1,2.0,576.0,3,3,2,192,0,0,0,0,0,0,3,Shed,400,6,2010,WD,Normal,148000.0,1319 ALBERTA AVE,16196.41533435171
20,RL,65.0,8450,Pave,None,3,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,6,553.0,4,117.0,224.0,894.0,GasA,5,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,1,4,Detchd,1973.0,1,1.0,336.0,3,3,2,416,144,0,0,0,0,0,3,None,0,4,2010,WD,Normal,138500.0,3905 TORONTO ST,15442.521439598919
20,RL,72.0,9819,Pave,None,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,1,4,450.0,1,0.0,432.0,882.0,GasA,3,1,SBrkr,900,0,0,900,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1970.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,3,None,0,2,2010,WD,Normal,122000.0,1327 ALABAMA LN,15860.126753232724
20,RL,75.0,7500,Pave,None,3,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,824.0,1,0.0,216.0,1040.0,GasA,2,1,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,3,5,7,0,0,Attchd,1963.0,3,1.0,308.0,3,3,2,0,0,220,0,0,0,0,3,None,0,6,2010,WD,Normal,133000.0,1305 ALABAMA LN,15681.23683376451
20,RL,72.0,6897,Pave,None,2,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,5,659.0,1,0.0,381.0,1040.0,GasA,5,1,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,1962.0,1,1.0,260.0,3,3,2,0,104,0,0,0,0,0,0,None,0,4,2010,WD,Normal,127000.0,3804 TORONTO ST,15109.085027076699
20,RL,39.0,15410,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,3,4,CBlock,3,3,4,4,126.0,6,859.0,223.0,1208.0,GasA,5,1,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,7,2,2,Attchd,1974.0,3,2.0,461.0,3,3,2,296,0,186,0,0,0,0,4,None,0,4,2010,WD,Abnorml,169000.0,1317 SCOTT CIR,12848.056980180525
60,RL,107.0,10186,Pave,None,2,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,674.0,1,0.0,76.0,750.0,GasA,5,1,SBrkr,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,1992.0,2,2.0,564.0,3,3,2,240,39,0,0,0,0,0,0,None,0,6,2010,WD,Normal,190000.0,2920 NORTHRIDGE PKWY,13100.583117993056
60,RL,85.0,13143,Pave,None,2,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504.0,4,3,PConc,4,3,1,2,250.0,6,981.0,0.0,1231.0,GasA,5,1,SBrkr,1251,1098,0,2349,1.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1993.0,2,3.0,762.0,3,3,2,32,130,0,0,0,0,0,0,None,0,6,2010,WD,Normal,362500.0,2406 RIDGETOP CIR,12683.325411344127
60,RL,88.0,11134,Pave,None,3,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,4,3,PConc,4,3,1,6,1129.0,1,0.0,261.0,1390.0,GasA,5,1,SBrkr,1402,823,0,2225,1.0,0.0,2,1,4,1,4,7,7,1,3,Attchd,1992.0,2,3.0,713.0,3,3,2,198,30,0,0,0,0,0,0,None,0,6,2010,WD,Normal,285000.0,2424 RIDGETOP CIR,12694.336953086055
120,FV,25.0,4835,Pave,None,2,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,5,3,3,6,1298.0,1,0.0,190.0,1488.0,GasA,5,1,SBrkr,1488,0,0,1488,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2004.0,3,2.0,506.0,3,3,2,168,50,0,0,0,0,0,0,None,0,3,2010,WD,Normal,260000.0,2838 BUCKINGHAM CT,12441.429543306453
160,FV,39.0,3515,Pave,Pave,3,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,GasA,5,1,SBrkr,840,840,0,1680,0.0,0.0,2,1,2,1,4,3,7,0,0,Attchd,2004.0,2,2.0,588.0,3,3,2,0,111,0,0,0,0,0,0,None,0,1,2010,WD,Normal,190000.0,2732 NORTHRIDGE LN,12097.15006424848
